iter	Logloss
255	0.5336321961
256	0.5333099872
257	0.5330790269
258	0.5329036776
259	0.5324118478
260	0.5321746522
261	0.5319333504
262	0.5313876333
263	0.5312497465
264	0.5308618894
265	0.5305562574
266	0.5302645154
267	0.5300397398
268	0.5294638092
269	0.5291880864
270	0.5287923718
271	0.5285011874
272	0.528157738
273	0.5278924074
274	0.527567309
275	0.5273106977
276	0.5270785715
277	0.5263877184
278	0.5260254109
279	0.5258354618
280	0.5254778181
281	0.5251025837
282	0.5247711486
283	0.5243934302
284	0.5241104582
285	0.523800061
286	0.5236608562
287	0.523546542
288	0.5232387809
289	0.5229116548
290	0.5226715189
291	0.5223459643
292	0.5219112155
293	0.5216091828
294	0.5213368565
295	0.52109667
296	0.5209629908
297	0.5206209607
298	0.5203072684
299	0.5197847183
300	0.5194342224
301	0.5192320054
302	0.5189491855
303	0.5186581025
304	0.5183546504
305	0.5178374737
306	0.5175667189
307	0.5172796408
308	0.5169398919
309	0.5165471175
310	0.5163225446
311	0.5159723529
312	0.5157363233
313	0.5153162757
314	0.5150952513
315	0.5148635814
316	0.5145357962
317	0.5144332936
318	0.5143044811
319	0.513969396
320	0.5138171123
321	0.5135612615
322	0.5132766673
323	0.5130804322
324	0.5128213369
325	0.5126600804
326	0.5122408946
327	0.5117595584
328	0.5115139476
329	0.5111875312
330	0.5110333718
331	0.5106833829
332	0.5103608699
333	0.5101865851
334	0.509787626
335	0.5092894595
336	0.5089576696
337	0.5088150176
338	0.5086004821
339	0.5082910481
340	0.5080671849
341	0.5077059419
342	0.5075320627
343	0.507056759
344	0.5067207108
345	0.5064688141
346	0.5062671547
347	0.5060787771
348	0.5058553195
349	0.5056034734
350	0.5048803285
351	0.5046027301
352	0.5043692858
353	0.5042557827
354	0.5040440353
355	0.5038404496
356	0.5034101619
357	0.5031731184
358	0.5029770354
359	0.5026060592
360	0.5023378898
361	0.5020513693
362	0.5019449126
363	0.5016246301
364	0.5013786645
365	0.5010819039
366	0.5007115868
367	0.5001667821
368	0.4999164569
369	0.4997594079
370	0.4996570068
371	0.4994403421
372	0.499171463
373	0.4989928185
374	0.4988554387
375	0.4986032378
376	0.498396864
377	0.4981300633
378	0.4980188921
379	0.4977290765
380	0.4975660457
381	0.4972327857
382	0.4970368547
383	0.4966589842
384	0.4964681226
385	0.4961695877
386	0.4960794037
387	0.4959468398
388	0.4955488439
389	0.495281587
390	0.4951353358
391	0.4948547972
392	0.4947131591
393	0.4943489759
394	0.4940144992
395	0.4938961802
396	0.4936154895
397	0.4932265171
398	0.4929880541
399	0.4926757813
400	0.4923349171
401	0.4917875271
402	0.4916391468
403	0.4912056654
404	0.4910537872
405	0.4908670318
406	0.4906630405
407	0.4904455141
408	0.4901183879
409	0.4897813765
410	0.4895797172
411	0.4893174282
412	0.4888747713
413	0.4887955878
414	0.4885681761
415	0.4882868263
416	0.4880571841
417	0.4879628939
418	0.48783033
419	0.4875148634
420	0.4872456801
421	0.4870235405
422	0.4867346881
423	0.4865082902
424	0.4861816203
425	0.4858855187
426	0.4856240916
427	0.4853727018
428	0.4851646043
429	0.4849095139
430	0.4846794661
431	0.4844581376
432	0.4841302511
433	0.483905881
434	0.4838000326
435	0.4836305637
436	0.4833368447
437	0.482905391
438	0.482550941
439	0.4823371152
440	0.4821619686
441	0.4820323957
442	0.4815934393
443	0.4814870841
444	0.4812655528
445	0.4811060706
446	0.480952114
447	0.4806646303
448	0.480419932
449	0.480215079
450	0.4799473151
451	0.4796656612
452	0.4794650664
453	0.4791787993
454	0.478900694
455	0.4784256945
456	0.4780992273
457	0.4777633312
458	0.4775704419
459	0.4770958986
460	0.4769678464
461	0.4768201758
462	0.4766362086
463	0.476369712
464	0.4761692693
465	0.4759524526
466	0.4756445901
467	0.475371554
468	0.4752388381
469	0.475074033
470	0.4747446257
471	0.4744675849
472	0.4742998396
473	0.4740638606
474	0.4737121481
475	0.4732264522
476	0.4729433788
477	0.4726311059
478	0.4724184968
479	0.4720663787
480	0.4719021819
481	0.4717272381
482	0.4714719449
483	0.4712693731
484	0.4711462889
485	0.4709754513
486	0.4706961293
487	0.4705504357
488	0.4703696622
489	0.4701331256
490	0.4699683205
491	0.4698658687
492	0.4697375123
493	0.4696103727
494	0.4693460053
495	0.469189514
496	0.4689104961
497	0.4686605257
498	0.468534045
499	0.4682265374
500	0.467944782
501	0.4678479572
502	0.4676559296
503	0.4675787739
504	0.4674113327
505	0.4672491638
506	0.4671308955
507	0.4668692655
508	0.4667943403
509	0.4667016216
510	0.4663699838
511	0.4662543008
512	0.4659848134
513	0.4657337277
514	0.4655142242
515	0.4653286348
516	0.465016514
517	0.4648785258
518	0.4647223894
519	0.464503697
520	0.4642577314
521	0.4641409332
522	0.463981451
523	0.4635228762
524	0.4632649469
525	0.4631352726
526	0.4628481944
527	0.4626226077
528	0.4623910898
529	0.4622729229
530	0.4621265196
531	0.4618197723
532	0.4617074352
533	0.4614962454
534	0.4611525932
535	0.460836721
536	0.4607423294
537	0.4604992027
538	0.460211719
539	0.460097709
540	0.4598519968
541	0.4597054415
542	0.4596001001
543	0.45930192
544	0.459142235
545	0.4589470645
546	0.4587479398
547	0.458577305
548	0.4583846184
549	0.4581014944
550	0.4578973003
551	0.4574787736
552	0.4571085071
553	0.4569116637
554	0.4568090597
555	0.4565763759
556	0.4564282997
557	0.4559862511
558	0.4557132151
559	0.4554216252
560	0.4552371003
561	0.4550058865
562	0.4548685574
563	0.4547160202
564	0.4544391822
565	0.4542137982
566	0.4539871976
567	0.4537557304
568	0.4535864136
569	0.4534641405
570	0.4532531536
571	0.4530542824
572	0.452786772
573	0.4526035651
574	0.4523683466
575	0.452054857
576	0.4518979095
577	0.451712979
578	0.451464276
579	0.4511326381
580	0.4509644366
581	0.4507013365
582	0.4504729109
583	0.450404728
584	0.4502020548
585	0.4499821964
586	0.4498183545
587	0.4496903023
588	0.449507501
589	0.4493558763
590	0.4492795824
591	0.4491095559
592	0.4489154499
593	0.4487416214
594	0.448503057
595	0.4482523769
596	0.4480927426
597	0.4479578975
598	0.4478115956
599	0.4476689437
600	0.4472890962
601	0.4471685467
602	0.4469829572
603	0.4468730534
604	0.4465901828
605	0.4464441344
606	0.4463807166
607	0.4460754395
608	0.4458268378
609	0.4457362482
610	0.4454133804
611	0.4451780097
612	0.4449944987
613	0.4448024205
614	0.4447037706
615	0.4444855852
616	0.4443000971
617	0.4439864555
618	0.4437665464
619	0.443517742
620	0.4433071098
621	0.4430114138
622	0.4429525078
623	0.4427737619
624	0.4425838128
625	0.4422397043
626	0.4420801714
627	0.4419409666
628	0.4416991072
629	0.4412764236
630	0.4410485556
631	0.4409212131
632	0.4407344577
633	0.4405650395
634	0.4402931188
635	0.4401475773
636	0.4398527431
637	0.4397069988
638	0.4395679968
639	0.4393259853
640	0.4391522075
641	0.4389907989
642	0.4388320264
643	0.4386294546
644	0.438448681
645	0.4382400766
646	0.4380250848
647	0.4378178492
648	0.4376968941
649	0.4375222038
650	0.4372399923
651	0.437065454
652	0.436918341
653	0.4368090455
654	0.4366551396
655	0.4364129253
656	0.4362088834
657	0.436069121
658	0.4359662129
659	0.4356260078
660	0.4354451328
661	0.4353589029
662	0.4352783
663	0.435082217
664	0.4349086419
665	0.4347318225
666	0.4345636209
667	0.4343677914
668	0.4342931196
669	0.4340986081
670	0.4339867272
671	0.4339149957
672	0.4336594997
673	0.4334694492
674	0.4333917865
675	0.4332877124
676	0.4329987079
677	0.4328396819
678	0.4325615259
679	0.4323179936
680	0.4321683459
681	0.4320842958
682	0.4318994668
683	0.4316321085
684	0.4314300436
685	0.4313122315
686	0.4311081389
687	0.4309900227
688	0.4307084701
689	0.430544172
690	0.4303544257
691	0.4301599141
692	0.4298287325
693	0.4297142156
694	0.4295587381
695	0.4294936475
696	0.4293582447
697	0.4290522072
698	0.4288079651
699	0.4286469621
700	0.4284097158
701	0.4282425282
702	0.428093793
703	0.4279468321
704	0.4278349512
705	0.4276828703
706	0.4275736761
707	0.4273876811
708	0.4273281161
709	0.4270757631
710	0.4268009021
711	0.426708741
712	0.4264885785
713	0.4263275248
714	0.4261685495
715	0.4260094728
716	0.4258807109
717	0.4257270078
718	0.4256113249
719	0.4254467226
720	0.4253693134
721	0.4251748525
722	0.4249498234
723	0.4247089525
724	0.4244168304
725	0.4242190744
726	0.4240902619
727	0.4240617467
728	0.4238571725
729	0.4236883626
730	0.423509921
731	0.4234124371
732	0.4231960766
733	0.4231123813
734	0.4229407326
735	0.4227229274
736	0.4225522165
737	0.4224977715
738	0.4221662857
739	0.4220089326
740	0.4218521879
741	0.4217195479
742	0.4215143654
743	0.4213593949
744	0.4211485346
745	0.4209998248
746	0.4209013524
747	0.4206284685
748	0.4205468263
749	0.4203709194
750	0.4202469987
751	0.4201262718
752	0.4199317603
753	0.4196825503
754	0.4195620008
755	0.4194376492
756	0.4192791809
757	0.4190066011
758	0.4187822057
759	0.4185547686
760	0.4183666445
761	0.4181456962
762	0.41796875
763	0.4177125696
764	0.4175419095
765	0.4174434624
766	0.4172836253
767	0.4171549395
768	0.4169909455
769	0.4168899891
770	0.4168048745
771	0.4164798268
772	0.4163095214
773	0.4160490828
774	0.4158761414
775	0.4156729359
776	0.4154962178
777	0.4152283526
778	0.415136369
779	0.4150094828
780	0.4148436892
781	0.4147410852
782	0.4146184319
783	0.4143466379
784	0.4142277106
785	0.4141134978
786	0.4139396693
787	0.4137751684
788	0.413496328
789	0.4133916709
790	0.4131266192
791	0.4129527146
792	0.4128366261
793	0.4127394971
794	0.41262351
795	0.4123940705
796	0.4122042228
797	0.4120105731
798	0.4119047247
799	0.411712393
800	0.4114947652
801	0.4113671186
802	0.4111581593
803	0.4109728487
804	0.4108169657
805	0.4106505384
806	0.4104497662
807	0.4103505334
808	0.4101244144
809	0.4099303591
810	0.409865674
811	0.4098115585
812	0.4096729367
813	0.4096120537
814	0.4095120858
815	0.4093867204
816	0.4092047555
817	0.4091351278
818	0.4089354455
819	0.4087440009
820	0.4086789103
821	0.4084727138
822	0.4084367467
823	0.4082449219
824	0.4079697314
825	0.4077045529
826	0.4075916582
827	0.4075197746
828	0.4072215945
829	0.4071170135
830	0.4068994364
831	0.4067702689
832	0.4066568166
833	0.4064201786
834	0.406204325
835	0.4060212702
836	0.4058382662
837	0.4057253714
838	0.4054048354
839	0.4052296128
840	0.4049881336
841	0.404852883
842	0.4045945481
843	0.4044467254
844	0.4043116015
845	0.4039757307
846	0.4038285164
847	0.4036233591
848	0.4034085701
849	0.4029860386
850	0.4029010507
851	0.4027801716
852	0.4027253972
853	0.4026844113
854	0.4024563659
855	0.4022695598
856	0.4022205898
857	0.4020219974
858	0.4019943187
859	0.4019355647
860	0.4017837626
861	0.4017004476
862	0.4015525742
863	0.4014140284
864	0.4012015206
865	0.4010208738
866	0.4008026883
867	0.4006797562
868	0.4006328393
869	0.4005384223
870	0.4002826222
871	0.400272306
872	0.40007308
873	0.3996829416
874	0.3996342757
875	0.3994801924
876	0.3993826578
877	0.3992445176
878	0.3990231891
879	0.3988984574
880	0.3986917287
881	0.3986354587
882	0.3984639367
883	0.3984000881
884	0.3982895759
885	0.3981182821
886	0.3980360316
887	0.3979504861
888	0.3978936078
889	0.3976673874
890	0.3974774129
891	0.3973424411
892	0.3972179628
893	0.3970646145
894	0.396923889
895	0.3966677086
896	0.3964728168
897	0.3962437829
898	0.3961329159
899	0.3958647972
900	0.395677915
901	0.3955369867
902	0.3952868389
903	0.3951659852
904	0.3949506386
905	0.3947816259
906	0.3945192863
907	0.3943481445
908	0.3943355979
909	0.3942746387
910	0.3941284382
911	0.3939946577
912	0.3937751542
913	0.3936230732
914	0.3935033602
915	0.3934732735
916	0.3932714367
917	0.3930949975
918	0.3929242613
919	0.3926660278
920	0.3923930932
921	0.3923236429
922	0.392167253
923	0.3919359885
924	0.3917875068
925	0.3915669387
926	0.391422766
927	0.3912880983
928	0.3911377663
929	0.3909403652
930	0.3907704401
931	0.3906548839
932	0.3905309126
933	0.390501713
934	0.390171089
935	0.3899785546
936	0.3896908174
937	0.3895141754
938	0.3893874159
939	0.3892688688
940	0.3890220161
941	0.3887980008
942	0.3886346152
943	0.3885254717
944	0.3884102451
945	0.3883051064
946	0.3881488179
947	0.3879285033
948	0.3877021054
949	0.3874956809
950	0.3874022525
951	0.3872811961
952	0.3871194326
953	0.387010492
954	0.3869071783
955	0.3867811032
956	0.3866168304
957	0.3864812756
958	0.3863481794
959	0.3861689013
960	0.3860677421
961	0.3858779198
962	0.3857150157
963	0.3854988073
964	0.3853717183
965	0.3851836448
966	0.3850324764
967	0.3849335731
968	0.3846036081
969	0.3845268072
970	0.3843639285
971	0.3841911138
972	0.3840467383
973	0.3838196561
974	0.3836460304
975	0.3836154367
976	0.3834860159
977	0.3832999195
978	0.3831706
979	0.3830921262
980	0.3829334044
981	0.3828392662
982	0.3826172534
983	0.382492471
984	0.3822997084
985	0.382213149
986	0.3821091763
987	0.3819067565
988	0.3817838244
989	0.381612125
990	0.3815045024
991	0.3813991863
992	0.381240059
993	0.3810439506
994	0.3808911346
995	0.3806471714
996	0.3806265898
997	0.380479274
998	0.3803581162
999	0.3802403041
1000	0.3801434793
1001	0.3800143118
1002	0.3797940986
1003	0.3797106062
1004	0.379565597
1005	0.3794474554
1006	0.379212541
1007	0.3790560751
1008	0.3789670317
1009	0.3788126188
1010	0.3786693586
1011	0.3784594869
1012	0.3783151367
1013	0.3781612308
1014	0.3780058547
1015	0.3777499785
1016	0.3775361527
1017	0.3774576029
1018	0.3773862262
1019	0.377245602
1020	0.3771030768
1021	0.3770472124
1022	0.3769398433
1023	0.3768994911
1024	0.3767299715
1025	0.3764449211
1026	0.3763342823
1027	0.3762281551
1028	0.376032579
1029	0.3759728112
1030	0.3758975818
1031	0.3757139694
1032	0.3755927609
1033	0.3755131211
1034	0.3754281079
1035	0.3751931935
1036	0.374876561
1037	0.374721337
1038	0.3746672469
1039	0.3743816895
1040	0.3741835281
1041	0.373963695
1042	0.3739338618
1043	0.3737943275
1044	0.3736020972
1045	0.3734606112
1046	0.3732851605
1047	0.3731379461
1048	0.3730341255
1049	0.3728140898
1050	0.3726788391
1051	0.3725674144
1052	0.3724047639
1053	0.3723285967
1054	0.3721367972
1055	0.3720045375
1056	0.371937191
1057	0.3718886265
1058	0.3718242962
1059	0.371651076
1060	0.3714842178
1061	0.3713414392
1062	0.371192045
1063	0.3710814314
1064	0.3710308899
1065	0.3709174882
1066	0.3708298389
1067	0.3707041693
1068	0.3706178887
1069	0.370550745
1070	0.3704741975
1071	0.3703923526
1072	0.3703867256
1073	0.3703212041
1074	0.3701370087
1075	0.3699930894
1076	0.3699354761
1077	0.3697879322
1078	0.3696839342
1079	0.3696516677
1080	0.3695246294
1081	0.3693373671
1082	0.3692123819
1083	0.3690726195
1084	0.3689328317
1085	0.3688232827
1086	0.3687370528
1087	0.3686113326
1088	0.3685685978
1089	0.3685040395
1090	0.3683442277
1091	0.3682198509
1092	0.3680255421
1093	0.3679336852
1094	0.3676804451
1095	0.3675719607
1096	0.3674838044
1097	0.3673041461
1098	0.3672423505
1099	0.3671501134
1100	0.367092855
1101	0.3669784901
1102	0.3669218653
1103	0.3667225125
1104	0.366552486
1105	0.3664751528
1106	0.3663423861
1107	0.3662260442
1108	0.3661169768
1109	0.3660481602
1110	0.3658996278
1111	0.3657263062
1112	0.3655599803
1113	0.3653568762
1114	0.3652538414
1115	0.3651624914
1116	0.3651099728
1117	0.365029015
1118	0.3647559283
1119	0.3646285859
1120	0.3645346505
1121	0.364382671
1122	0.3642609048
1123	0.3641985263
1124	0.3639496965
1125	0.3638264349
1126	0.3637448941
1127	0.3636559268
1128	0.3633067236
1129	0.3630033728
1130	0.3626300394
1131	0.3625159279
1132	0.3623657227
1133	0.3622342994
1134	0.3621559016
1135	0.3618377229
1136	0.3616979859
1137	0.3615130554
1138	0.361200453
1139	0.3611445633
1140	0.3609951184
1141	0.3608826545
1142	0.3607173172
1143	0.3606596278
1144	0.3605604457
1145	0.3605099295
1146	0.3603485716
1147	0.3601649085
1148	0.3600746991
1149	0.3599226182
1150	0.3598168205
1151	0.3597687376
1152	0.3595816273
1153	0.3594318783
1154	0.3593751014
1155	0.3592534873
1156	0.3590855393
1157	0.358971808
1158	0.3588707249
1159	0.3587267296
1160	0.3586382185
1161	0.3583699984
1162	0.3582289686
1163	0.3580341022
1164	0.3578670666
1165	0.3577864384
1166	0.3575818135
1167	0.3573546552
1168	0.3572028531
1169	0.3570627105
1170	0.3569180308
1171	0.3567306924
1172	0.3565504511
1173	0.35642942
1174	0.3562439573
1175	0.3560945378
1176	0.3559472474
1177	0.3558429198
1178	0.3557030561
1179	0.3555464634
1180	0.3553080004
1181	0.3551980966
1182	0.3550361304
1183	0.3548787773
1184	0.3548272979
1185	0.3546201383
1186	0.3545271661
1187	0.3544777398
1188	0.3544208362
1189	0.3543270276
1190	0.3541396132
1191	0.3537462051
1192	0.3536284691
1193	0.3535464214
1194	0.35340235
1195	0.353366535
1196	0.3531896395
1197	0.3529962685
1198	0.3528873279
1199	0.3527387448
1200	0.3525394934
1201	0.3523477447
1202	0.3523256929
1203	0.352139926
1204	0.3519752477
1205	0.351850592
1206	0.3514275028
1207	0.3512077205
1208	0.3511116053
1209	0.3510130315
1210	0.3508953209
1211	0.3506987309
1212	0.3504891633
1213	0.3502670237
1214	0.3501544331
1215	0.3500306899
1216	0.3499177952
1217	0.3497083797
1218	0.3495965495
1219	0.3493632573
1220	0.3492290205
1221	0.3491400785
1222	0.3490680682
1223	0.3489766422
1224	0.3487387876
1225	0.3485365706
1226	0.3484211665
1227	0.3482457665
1228	0.3481337842
1229	0.3479498169
1230	0.347937321
1231	0.3478915446
1232	0.3478713685
1233	0.3477848851
1234	0.3476996438
1235	0.3476341983
1236	0.3474783153
1237	0.3473044868
1238	0.3470710678
1239	0.3469615189
1240	0.3468055598
1241	0.3466376625
1242	0.3465638018
1243	0.3464178294
1244	0.3462706404
1245	0.3460692346
1246	0.3459938531
1247	0.3459293454
1248	0.3457409425
1249	0.3456262227
1250	0.345436299
1251	0.3452089633
1252	0.345024337
1253	0.3449856578
1254	0.3449187421
1255	0.3448148962
1256	0.344663601
1257	0.3445307329
1258	0.344443261
1259	0.3443621765
1260	0.3442977956
1261	0.3441612776
1262	0.3439933295
1263	0.3439350572
1264	0.3437948639
1265	0.3437277455
1266	0.3435381005
1267	0.3433667813
1268	0.3431932823
1269	0.343017274
1270	0.3428373622
1271	0.3427634002
1272	0.3427026438
1273	0.3425393849
1274	0.3423157752
1275	0.3422177844
1276	0.3421710702
1277	0.3421131527
1278	0.3419732129
1279	0.3418814067
1280	0.341579019
1281	0.3414028332
1282	0.3411601374
1283	0.3410759099
1284	0.3409905164
1285	0.3409512542
1286	0.3408464197
1287	0.3406469656
1288	0.3405886425
1289	0.3405257824
1290	0.3404135213
1291	0.340365996
1292	0.3403278997
1293	0.340201926
1294	0.3401053546
1295	0.3399492942
1296	0.3398551814
1297	0.3397205644
1298	0.3395491692
1299	0.3392413066
1300	0.3390807092
1301	0.3389606919
1302	0.3388322089
1303	0.3387856975
1304	0.3386109818
1305	0.338520012
1306	0.3384246319
1307	0.3382983287
1308	0.3381199884
1309	0.3380782929
1310	0.3379293549
1311	0.3378337974
1312	0.3376135335
1313	0.3374938458
1314	0.3374217087
1315	0.3373023759
1316	0.3371631204
1317	0.3370423428
1318	0.3369463037
1319	0.3367977713
1320	0.3366402661
1321	0.3365101355
1322	0.3364000289
1323	0.3362983881
1324	0.3362047062
1325	0.336070216
1326	0.3359717689
1327	0.3358154804
1328	0.3358039729
1329	0.3355846722
1330	0.3354489653
1331	0.3353862826
1332	0.335295617
1333	0.3351984119
1334	0.3350426303
1335	0.3348868741
1336	0.334783383
1337	0.3346728455
1338	0.3345117917
1339	0.3343467839
1340	0.3342414932
1341	0.3340510118
1342	0.3339538067
1343	0.333845373
1344	0.3337735148
1345	0.3337288537
1346	0.3336192286
1347	0.3335576865
1348	0.3334692261
1349	0.3332807218
1350	0.333240395
1351	0.3331438996
1352	0.3330610408
1353	0.3329604393
1354	0.3327388827
1355	0.3327027128
1356	0.3326105264
1357	0.332574103
1358	0.3325259187
1359	0.3324010095
1360	0.3321928614
1361	0.3321204962
1362	0.3320281577
1363	0.3319639795
1364	0.331822088
1365	0.3316296042
1366	0.3315927499
1367	0.3313980103
1368	0.3313622966
1369	0.3313143911
1370	0.3312006599
1371	0.331108296
1372	0.3310106347
1373	0.3309425531
1374	0.3307748585
1375	0.3305911448
1376	0.3304429165
1377	0.330332962
1378	0.3301815907
1379	0.3300892269
1380	0.329926551
1381	0.3298405492
1382	0.3296700411
1383	0.329617776
1384	0.3295217875
1385	0.329392975
1386	0.3293654736
1387	0.3292428457
1388	0.3290843013
1389	0.3290068668
1390	0.3289312572
1391	0.3288018109
1392	0.3285454531
1393	0.3284857614
1394	0.3283607762
1395	0.3282685137
1396	0.328025387
1397	0.3278652964
1398	0.327818861
1399	0.3277012264
1400	0.3275847578
1401	0.3275355342
1402	0.3274335132
1403	0.3274200541
1404	0.3273272087
1405	0.3272240471
1406	0.3271044354
1407	0.3269733163
1408	0.3268784938
1409	0.326744916
1410	0.3266106286
1411	0.3264621215
1412	0.3262831729
1413	0.3261316749
1414	0.3260468645
1415	0.3259591137
1416	0.3258532147
1417	0.325732209
1418	0.3255801534
1419	0.3255513847
1420	0.325459325
1421	0.3254133459
1422	0.3253176363
1423	0.325249428
1424	0.3249417175
1425	0.3247082986
1426	0.3245872168
1427	0.3244616233
1428	0.3243912098
1429	0.3243140034
1430	0.3242270384
1431	0.3240644385
1432	0.323744004
1433	0.323687734
1434	0.3236291321
1435	0.323484934
1436	0.3234060294
1437	0.3233106746
1438	0.3231936737
1439	0.32306661
1440	0.3228426962
1441	0.3226923388
1442	0.3225745014
1443	0.3225354166
1444	0.3224445989
1445	0.3223084611
1446	0.3222351074
1447	0.3220723048
1448	0.3219240765
1449	0.3217822103
1450	0.3216341342
1451	0.3215139902
1452	0.3213716425
1453	0.3212344147
1454	0.3211452953
1455	0.321042742
1456	0.320927414
1457	0.3207785014
1458	0.3206730839
1459	0.3205521796
1460	0.3204767474
1461	0.320361394
1462	0.3202423907
1463	0.3202012021
1464	0.3200250163
1465	0.3199813691
1466	0.3198702486
1467	0.3197630822
1468	0.3196950513
1469	0.3195871752
1470	0.3194258173
1471	0.3194069593
1472	0.3192706441
1473	0.3190631043
1474	0.3189724133
1475	0.3188310287
1476	0.3186585689
1477	0.3184631703
1478	0.3183915148
1479	0.3182887841
1480	0.3181474248
1481	0.3180497382
1482	0.3179791726
1483	0.3178057496
1484	0.3177162246
1485	0.3175829764
1486	0.3174798401
1487	0.3172387918
1488	0.3170911466
1489	0.3170389321
1490	0.3169694311
1491	0.3167906093
1492	0.3166585523
1493	0.3165774425
1494	0.3164594023
1495	0.3163844517
1496	0.3162606832
1497	0.3161229485
1498	0.3160535996
1499	0.3159100859
