iter	RMSE
477	1.965111235
478	1.964906283
479	1.964721944
480	1.964574621
481	1.964433964
482	1.964239735
483	1.964031447
484	1.963870851
485	1.963693367
486	1.963462192
487	1.963334967
488	1.963171937
489	1.962898999
490	1.962762124
491	1.962644404
492	1.962519733
493	1.962326516
494	1.962196609
495	1.962047296
496	1.961862146
497	1.961698295
498	1.961458671
499	1.961333523
500	1.961115368
501	1.960964741
502	1.960757645
503	1.960656621
504	1.960523516
505	1.960343089
506	1.960168595
507	1.959977322
508	1.959732231
509	1.959549812
510	1.959413551
511	1.959194124
512	1.958954848
513	1.958772631
514	1.958544663
515	1.958397812
516	1.95818516
517	1.957989158
518	1.957791458
519	1.957609513
520	1.957458418
521	1.957217187
522	1.956980549
523	1.956744706
524	1.956583196
525	1.956315704
526	1.9560953
527	1.95597541
528	1.955732399
529	1.955584448
530	1.955330082
531	1.955262693
532	1.955028936
533	1.954828656
534	1.954416865
535	1.954167811
536	1.953948119
537	1.953780685
538	1.953645522
539	1.95354631
540	1.953403943
541	1.95328793
542	1.953105485
543	1.952828968
544	1.952717885
545	1.952535842
546	1.952441345
547	1.952215597
548	1.952048944
549	1.951860183
550	1.95154719
551	1.951434412
552	1.951300765
553	1.951150298
554	1.950999621
555	1.950818342
556	1.950643825
557	1.950509798
558	1.950370026
559	1.950205605
560	1.950095306
561	1.949856247
562	1.949645079
563	1.949342061
564	1.949220661
565	1.948985937
566	1.948775
567	1.948625192
568	1.948480141
569	1.948336569
570	1.948118621
571	1.947998123
572	1.947714674
573	1.947454945
574	1.947287711
575	1.946913583
576	1.946833123
577	1.946622184
578	1.946516182
579	1.946316165
580	1.946245857
581	1.946137366
582	1.946072997
583	1.94589062
584	1.945759324
585	1.945550963
586	1.945374046
587	1.945124098
588	1.944966108
589	1.9448852
590	1.944688774
591	1.944498769
592	1.944310412
593	1.944172051
594	1.943989475
595	1.943835242
596	1.943690286
597	1.943565106
598	1.943366823
599	1.943220687
600	1.943162775
601	1.943037282
602	1.942837859
603	1.942712843
604	1.942489412
605	1.942360476
606	1.942263173
607	1.942068859
608	1.941977596
609	1.941781847
610	1.941612083
611	1.941409288
612	1.941263332
613	1.941068551
614	1.940978217
615	1.940767889
616	1.940615732
617	1.940431833
618	1.940284584
619	1.940102556
620	1.939974851
621	1.939827085
622	1.939608135
623	1.939453256
624	1.939282492
625	1.939167296
626	1.939008956
627	1.938842101
628	1.938719325
629	1.938613074
630	1.938480828
631	1.93829522
632	1.938175667
633	1.938080452
634	1.937896775
635	1.937730954
636	1.937674842
637	1.937471659
638	1.937330339
639	1.937135371
640	1.936909711
641	1.936820741
642	1.936639866
643	1.936488285
644	1.936268216
645	1.936101828
646	1.935948377
647	1.935738475
648	1.93561066
649	1.935407174
650	1.935244126
651	1.935105403
652	1.934942789
653	1.934771126
654	1.934640797
655	1.93448102
656	1.934383919
657	1.934289532
658	1.934157499
659	1.934037353
660	1.933952554
661	1.933843716
662	1.933710996
663	1.933524521
664	1.933282376
665	1.933132943
666	1.932914574
667	1.932720908
668	1.932628567
669	1.932459565
670	1.932337741
671	1.932242695
672	1.932142483
673	1.932016856
674	1.931886058
675	1.93172147
676	1.931576916
677	1.931490174
678	1.931296941
679	1.9311406
680	1.930999124
681	1.93089752
682	1.930738853
683	1.930537011
684	1.930354133
685	1.93026605
686	1.930111562
687	1.929917728
688	1.929728062
689	1.929610234
690	1.929448589
691	1.929263138
692	1.929085749
693	1.928908796
694	1.928753794
695	1.928572177
696	1.928238512
697	1.928071486
698	1.927946425
699	1.927799527
700	1.927636437
701	1.927471488
702	1.927347383
703	1.927235836
704	1.927043464
705	1.926853697
706	1.926691347
707	1.926554188
708	1.926434091
709	1.92632773
710	1.926193638
711	1.926072697
712	1.9259687
713	1.925788534
714	1.925658366
715	1.925467814
716	1.925176319
717	1.925008807
718	1.924909766
719	1.924698789
720	1.924543237
721	1.924367568
722	1.924227933
723	1.924037937
724	1.923903352
725	1.923758061
726	1.923586704
727	1.923527815
728	1.923380533
729	1.923210529
730	1.922883152
731	1.922848817
732	1.922654066
733	1.922528255
734	1.922360977
735	1.922296395
736	1.922133861
737	1.922037148
738	1.921909425
739	1.921804931
740	1.921653389
741	1.92148011
742	1.921342368
743	1.921155391
744	1.920948976
745	1.92080452
746	1.920568263
747	1.920456396
748	1.920349782
749	1.920237557
750	1.920082673
751	1.919923028
752	1.91982718
753	1.919595575
754	1.919454349
755	1.919238551
756	1.919103119
757	1.91896295
758	1.918880819
759	1.918716816
760	1.918568276
761	1.918416235
762	1.918216034
763	1.918041333
764	1.917846176
765	1.917684498
766	1.917499693
767	1.917355557
768	1.917242258
769	1.917033059
770	1.916920842
771	1.91673667
772	1.916637584
773	1.91651514
774	1.916436096
775	1.916318902
776	1.916144442
777	1.915922074
778	1.915798259
779	1.915685779
780	1.915580283
781	1.915527231
782	1.915444221
783	1.91524194
784	1.915109794
785	1.91502822
786	1.914919025
787	1.914768218
788	1.914636781
789	1.914423443
790	1.914380708
791	1.91425452
792	1.914046122
793	1.913836779
794	1.913744688
795	1.91363845
796	1.913513413
797	1.913372044
798	1.913074312
799	1.912932697
800	1.912854079
801	1.91277954
802	1.91261816
803	1.912532437
804	1.91245881
805	1.912305986
806	1.912180517
807	1.912068675
808	1.911884377
809	1.911799912
810	1.911653143
811	1.911595192
812	1.911465689
813	1.911371179
814	1.91119092
815	1.911070256
816	1.910903241
817	1.910746619
818	1.91059697
819	1.910496303
820	1.910366577
821	1.910192332
822	1.910024402
823	1.909886469
824	1.909746531
825	1.909581681
826	1.909390789
827	1.909246291
828	1.909079883
829	1.908932834
830	1.908823813
831	1.908701723
832	1.90855759
833	1.908452252
834	1.908353823
835	1.908213863
836	1.908066593
837	1.907955959
838	1.907730927
839	1.907546267
840	1.907401239
841	1.907319183
842	1.907148427
843	1.907049661
844	1.906842239
845	1.906712263
846	1.906659099
847	1.906603871
848	1.906437532
849	1.906373979
850	1.90629434
851	1.906086929
852	1.905823209
853	1.905632613
854	1.905527246
855	1.905378998
856	1.905252217
857	1.905030952
858	1.904853726
859	1.904714183
860	1.904655733
861	1.90456382
862	1.904447305
863	1.90426575
864	1.904155997
865	1.904056315
866	1.903936577
867	1.90374971
868	1.9035731
869	1.903476536
870	1.903339727
871	1.903214558
872	1.903024008
873	1.902868374
874	1.902748296
875	1.902624093
876	1.902475907
877	1.902340031
878	1.902213256
879	1.902132441
880	1.901971369
881	1.901851223
882	1.901751991
883	1.901599205
884	1.901402147
885	1.90129362
886	1.90110448
887	1.901028128
888	1.90082973
889	1.900641717
890	1.900477476
891	1.900340973
892	1.900199585
893	1.900061951
894	1.899918762
895	1.899860295
896	1.899691236
897	1.89954685
898	1.899440238
899	1.899293203
900	1.899134581
901	1.899039118
902	1.898929212
903	1.89880509
904	1.898682284
905	1.898552626
906	1.898456188
907	1.898344232
908	1.898255657
909	1.898147528
910	1.897940697
911	1.897840257
912	1.897691827
913	1.897471737
914	1.897295876
915	1.897188609
916	1.897025358
917	1.896929485
918	1.896773469
919	1.896569505
920	1.896470943
921	1.896341824
922	1.896197103
923	1.896108448
924	1.895990396
925	1.895819622
926	1.895696806
927	1.895648507
928	1.895457006
929	1.895329949
930	1.895171067
931	1.895079389
932	1.894930577
933	1.894779686
934	1.89466476
935	1.894543219
936	1.894384145
937	1.894250507
938	1.894139459
939	1.893977241
940	1.893905475
941	1.893750539
942	1.893618226
943	1.893475644
944	1.893217268
945	1.893035184
946	1.89297735
947	1.892847265
948	1.892716956
949	1.892627227
950	1.892473938
951	1.892336264
952	1.892206248
953	1.892071727
954	1.891955388
955	1.891846528
956	1.891699622
957	1.891611984
958	1.891474931
959	1.89140669
960	1.891342529
961	1.891228955
962	1.891106432
963	1.891004949
964	1.890804561
965	1.890654579
966	1.890469244
967	1.890388535
968	1.890204575
969	1.890082123
970	1.889974994
971	1.889819117
972	1.889659691
973	1.889505786
974	1.889408606
975	1.889192938
976	1.889076075
977	1.888988337
978	1.888910432
979	1.888795546
980	1.88868632
981	1.888571801
982	1.888478136
983	1.888339801
984	1.888187667
985	1.888069118
986	1.887900719
987	1.887789104
988	1.887663475
989	1.887520996
990	1.887435822
991	1.887363689
992	1.887250059
993	1.887126133
994	1.887013427
995	1.886913021
996	1.886829004
997	1.886749965
998	1.886616718
999	1.886491671
1000	1.88642424
1001	1.88629404
1002	1.886114333
1003	1.885986032
1004	1.8858799
1005	1.88576176
1006	1.885659296
1007	1.885392992
1008	1.88527188
1009	1.885159344
1010	1.885094964
1011	1.884999074
1012	1.884840814
1013	1.884735407
1014	1.884646368
1015	1.884548334
1016	1.884382723
1017	1.884287047
1018	1.884104652
1019	1.884008621
1020	1.883858745
1021	1.883720609
1022	1.883616391
1023	1.883424375
1024	1.883200369
1025	1.883020207
1026	1.882945981
1027	1.882876303
1028	1.882809574
1029	1.882706211
1030	1.882542137
1031	1.882399281
1032	1.882258388
1033	1.882164335
1034	1.882042581
1035	1.881857459
1036	1.881781347
1037	1.881636456
1038	1.88158571
1039	1.881416458
1040	1.881286623
1041	1.88115335
1042	1.88103343
1043	1.880936966
1044	1.880667719
1045	1.880385522
1046	1.880234219
1047	1.880047268
1048	1.879982605
1049	1.879921801
1050	1.87979831
1051	1.879690179
1052	1.879560457
1053	1.879477361
1054	1.879402146
1055	1.879120671
1056	1.878972281
1057	1.878813653
1058	1.878751044
1059	1.878595531
1060	1.878482246
1061	1.878312796
1062	1.878196604
1063	1.878127854
1064	1.87800521
1065	1.877903766
1066	1.877675571
1067	1.877422495
1068	1.877301108
1069	1.877253181
1070	1.877185833
1071	1.877088404
1072	1.876971742
1073	1.876818559
1074	1.87669039
1075	1.876562496
1076	1.876433975
1077	1.876277675
1078	1.876133847
1079	1.875999425
1080	1.875888431
1081	1.875850076
1082	1.875796533
1083	1.875658346
1084	1.875531755
1085	1.87543781
1086	1.875374475
1087	1.875304569
1088	1.875130708
1089	1.875018968
1090	1.874912646
1091	1.874830426
1092	1.874747865
1093	1.874558147
1094	1.87447359
1095	1.874375996
1096	1.874298529
1097	1.874165571
1098	1.874094281
1099	1.873976018
1100	1.8738645
1101	1.873687201
1102	1.873578393
1103	1.873518701
1104	1.873403155
1105	1.873284871
1106	1.873235125
1107	1.87313965
1108	1.872985225
1109	1.872833827
1110	1.872778168
1111	1.872653114
1112	1.872492952
1113	1.87239392
1114	1.872244838
1115	1.872137146
1116	1.872029557
1117	1.871962181
1118	1.871853919
1119	1.871793516
1120	1.871681357
1121	1.871542902
1122	1.871405828
1123	1.871239401
1124	1.871164553
1125	1.871032921
1126	1.870862055
1127	1.870674421
1128	1.870583647
1129	1.870452533
1130	1.870279803
1131	1.870197852
1132	1.870087597
1133	1.870005082
1134	1.869883169
1135	1.869721922
1136	1.869585936
1137	1.869518569
1138	1.86946717
1139	1.869372528
1140	1.869278127
1141	1.869189813
1142	1.86907389
1143	1.868893856
1144	1.868726497
1145	1.868600619
1146	1.868373566
1147	1.868230479
1148	1.868022439
1149	1.867951465
1150	1.867847652
1151	1.867682218
1152	1.867599499
1153	1.867522558
1154	1.867367358
1155	1.867296801
1156	1.867149681
1157	1.867052122
1158	1.866937597
1159	1.866794408
1160	1.866679016
1161	1.86650393
1162	1.866350365
1163	1.866258934
1164	1.866181677
1165	1.866068696
1166	1.866001057
1167	1.865869569
1168	1.865796153
1169	1.865696216
1170	1.865541244
1171	1.86546791
1172	1.865425385
1173	1.865331283
1174	1.865127395
1175	1.865080431
1176	1.86498273
1177	1.864876557
1178	1.864781297
1179	1.864636032
1180	1.864453654
1181	1.86431696
1182	1.864190998
1183	1.864049825
1184	1.863851442
1185	1.863734453
1186	1.86355268
1187	1.863450162
1188	1.863322939
1189	1.863198663
1190	1.863102337
1191	1.862920265
1192	1.862842917
1193	1.862687108
1194	1.862536403
1195	1.862451497
1196	1.862348861
1197	1.86231432
1198	1.862167018
1199	1.862042089
1200	1.861972755
1201	1.861892567
1202	1.86172461
1203	1.861587216
1204	1.861326812
1205	1.861203362
1206	1.861118744
1207	1.861041159
1208	1.860860343
1209	1.860776118
1210	1.8606546
1211	1.860488539
1212	1.860426572
1213	1.860266833
1214	1.860135039
1215	1.860046575
1216	1.859928353
1217	1.859783864
1218	1.859666368
1219	1.859555408
1220	1.859467174
1221	1.859278562
1222	1.859093893
1223	1.858965426
1224	1.858849753
1225	1.858735028
1226	1.858619577
1227	1.858516782
1228	1.858449072
1229	1.858331616
1230	1.858201183
1231	1.858113234
1232	1.857943311
1233	1.857745594
1234	1.857609665
1235	1.857467558
1236	1.857322047
1237	1.857214074
1238	1.857120925
1239	1.856976073
1240	1.856801406
1241	1.856753956
1242	1.856675979
1243	1.856557634
1244	1.856412572
1245	1.856291739
1246	1.856207276
1247	1.856141947
1248	1.856013831
1249	1.855919565
1250	1.855806766
1251	1.855651087
1252	1.855481997
1253	1.855336216
1254	1.855290521
1255	1.855109687
1256	1.854969038
1257	1.854897463
1258	1.854783236
1259	1.854641103
1260	1.854503094
1261	1.854428571
1262	1.854279698
1263	1.854219974
1264	1.854056501
1265	1.853940463
1266	1.853791788
1267	1.853687869
1268	1.853596824
1269	1.853506348
1270	1.85335215
1271	1.853274319
1272	1.853200625
1273	1.853104599
1274	1.853031823
1275	1.852989174
1276	1.852951314
1277	1.852822791
1278	1.852773746
1279	1.852600683
1280	1.852521516
1281	1.852399949
1282	1.85230764
1283	1.85217002
1284	1.852109536
1285	1.85199631
1286	1.851911709
1287	1.851751165
1288	1.851617725
1289	1.851409218
1290	1.851313879
1291	1.851071144
1292	1.850938856
1293	1.850795554
1294	1.850689611
1295	1.850560161
1296	1.850470971
1297	1.850309723
1298	1.850176194
1299	1.850118669
1300	1.850058393
1301	1.849928036
1302	1.849783456
1303	1.849723179
1304	1.849574632
1305	1.849528385
1306	1.849389608
1307	1.849271749
1308	1.849168042
1309	1.848930656
1310	1.848830586
1311	1.848652088
1312	1.848473967
1313	1.848403743
1314	1.848292481
1315	1.848183686
1316	1.848059213
1317	1.847923484
1318	1.8477497
1319	1.847613425
1320	1.847533346
1321	1.847427592
1322	1.847368196
1323	1.847249352
1324	1.847113737
1325	1.847006363
1326	1.846922233
1327	1.84676361
1328	1.846676578
1329	1.84659434
1330	1.846448192
1331	1.846286028
1332	1.846173672
1333	1.84611207
1334	1.846008896
1335	1.845880461
1336	1.845772688
1337	1.845558154
1338	1.845503647
1339	1.845352822
1340	1.845290596
1341	1.845160925
1342	1.845047143
1343	1.844893373
1344	1.844821832
1345	1.844688274
1346	1.84456441
1347	1.844412416
1348	1.844276814
1349	1.844127956
1350	1.844053009
1351	1.843983548
1352	1.843892444
1353	1.843703048
1354	1.843643882
1355	1.843535076
1356	1.843433235
1357	1.843291248
1358	1.843144191
1359	1.843026111
1360	1.842895376
1361	1.842797266
1362	1.84258649
1363	1.842441054
1364	1.842276254
1365	1.842146736
1366	1.842069462
1367	1.841933199
1368	1.841883958
1369	1.841807889
1370	1.841713175
1371	1.841615897
1372	1.841522476
1373	1.841401165
1374	1.841231769
1375	1.841125828
1376	1.84108531
1377	1.841004694
1378	1.84096459
1379	1.840900697
1380	1.840809206
1381	1.840666946
1382	1.840582962
1383	1.840468314
1384	1.840370321
1385	1.840310046
1386	1.840282571
1387	1.840199115
1388	1.840104494
1389	1.839928732
1390	1.839815848
1391	1.839690093
1392	1.839622516
1393	1.839593262
1394	1.839455335
1395	1.83938712
1396	1.839296689
1397	1.839108957
1398	1.839010305
1399	1.838834603
1400	1.838739677
1401	1.838640152
1402	1.838520838
1403	1.83833366
1404	1.838222556
1405	1.838163895
1406	1.838064774
1407	1.837995111
1408	1.837797506
1409	1.837611161
1410	1.837467904
1411	1.837296643
1412	1.83722662
1413	1.837116004
1414	1.837034401
1415	1.836971953
1416	1.836815344
1417	1.836693719
1418	1.836501611
1419	1.836379783
1420	1.83623606
1421	1.836163266
1422	1.836061452
1423	1.835946122
1424	1.835821698
1425	1.835782196
1426	1.835574666
1427	1.835374763
1428	1.835245656
1429	1.835149247
1430	1.835000912
1431	1.834898353
1432	1.834764228
1433	1.834679925
1434	1.834610172
1435	1.834526531
1436	1.834426307
1437	1.834235682
1438	1.834110684
1439	1.833999469
1440	1.833813631
1441	1.833688621
1442	1.833612054
1443	1.833435153
1444	1.833314198
1445	1.833148386
1446	1.833048628
1447	1.832981484
1448	1.832861435
1449	1.83276323
1450	1.832613861
1451	1.832482851
1452	1.832409755
1453	1.832269347
1454	1.832202587
1455	1.832044006
1456	1.831889203
1457	1.831809092
1458	1.831727855
1459	1.831671946
1460	1.831558422
1461	1.831414231
1462	1.83132502
1463	1.831178876
1464	1.831081768
1465	1.830971067
1466	1.830903138
1467	1.830740406
1468	1.830642191
1469	1.830420044
1470	1.830337184
1471	1.830254117
1472	1.830162239
1473	1.830085866
1474	1.829949401
1475	1.829804435
1476	1.82973651
1477	1.82959227
1478	1.82945297
1479	1.829306746
1480	1.829267286
1481	1.829158315
1482	1.829089364
1483	1.829041564
1484	1.828933476
1485	1.828883577
1486	1.828736313
1487	1.828594692
1488	1.828496509
1489	1.828365432
1490	1.828297943
1491	1.828202806
1492	1.82808751
1493	1.827884026
1494	1.827779739
1495	1.827639855
1496	1.827565637
1497	1.827444562
1498	1.827362412
1499	1.827241034
